user_address,LVbag,Paid_Users,Puzzle,LV Airdrop
0xeb477ee31ee5ea6c85adeae02aade85699572e56,836.33,65.0,0.0,901.33
0xa1f8c88901c5ce54c955082d8541330f959491c5,836.33,408.0,431.0,1675.33
0x5e17e11b10afc2b4f6f33309805625f2bb92098d,836.33,18052.0,1277.0,20165.33
0x812b0fbc7104ae79b1573fa411570608c34e0584,836.33,141.0,0.0,977.33
0x69dd0af6171a93445b4781cb5ade2c7f03210ed1,836.33,3541.0,0.0,4377.33
0x40d41d63dc562df78a10c254fd7020cc05edc5ef,836.33,772.0,335.0,1943.33
0xcf9686f5b8e7696acc52df88a0e68c551b955c4f,836.33,6750.0,1277.0,8863.33
0xa95ed3f2961573f91e9446282d4fa2f8cc5b6dc0,836.33,303.0,1596.0,2735.33
0x61bcd8d8c73fca45fb8ed8a895de19db0195a07e,836.33,975.0,0.0,1811.33
0x28a4d13e24bb9a5bb6629e393fc0bf63d88a8d36,836.33,1944.0,31.0,2811.33
0x86406f70f3d581d36952e5bef9e3542be5eac5ac,836.33,212.0,0.0,1048.33
0xebcbea7bb67c4f787bb8fab178c0e466cb8e3d77,836.33,986.0,0.0,1822.33
0xf328d9bd5fe862119ad3c845d9ffa93f215f794d,836.33,964.0,539.0,2339.33
0xf4d864e4555f2e2e780668b5c5647da37eeea327,836.33,65.0,0.0,901.33
0xd436142c7ba90979fe549136583b7a598b10647c,836.33,124.0,124.0,1084.33
0x4582cf5ef868e17be689cf209c1693641bb5b4c1,836.33,405.0,0.0,1241.33
0x35ac68998911936d905a914e6bface4d38343ded,836.33,2593.0,0.0,3429.33
0xf8fee1681dec7686a91bd33d53016f7b3a01e3a9,836.33,1820.0,0.0,2656.33
0xadb9d864bddde2f12f6494c6a4e07a6f0010f8ba,836.33,2138.0,28.0,3002.33
0xff7c0f2d8d60ce7882fc42ed852c61146c3bfc02,836.33,65.0,0.0,901.33
0x3d0de3a76cd9f856664dc5a3adfd4056e45da9ed,836.33,481.0,319.0,1636.33
0xa46d5e75b981f882a13f348048d8c03bd00e18a5,836.33,56.0,0.0,892.33
0x7f2d67d6ee81bf17ff8aaf387c44dbf05a006db9,836.33,1137.0,0.0,1973.33
0xfb20296c74fa81ffe62c55201079dc987d1a4ebb,836.33,3382.0,1277.0,5495.33
0x331ddf15a6f9813995482f8392e48ab27c29686c,836.33,311.0,0.0,1147.33
0x1c860bda626c38c722052e6d4f93ed1cbd2c08e7,836.33,141.0,0.0,977.33
0xbbd4c232b3bac42db1313668f25ca216def21919,836.33,1210.0,1436.0,3482.33
0x93ceb5a3968dbca11e927a44efef457806ef3958,836.33,59.0,0.0,895.33
0x264e324c9a2c92418e0eff8e4fe969a3ae9a7c31,836.33,110.0,0.0,946.33
0x0f6fe18da8f7d02d7b78966bbd0c3fd4043ec234,836.33,620.0,153.0,1609.33
0xea16ed935d3bc2e636cc8e4619597337e2c45490,836.33,4492.0,0.0,5328.33
0x50fb82f594225260ebca212f839ab0ad0708dea2,836.33,59.0,0.0,895.33
0xf6ead08b48678945e98c93b6c7c9342e2c13e92c,836.33,62.0,0.0,898.33
0x944e24cd5d9d50f6e7204e9e6eb5419f73b0f5f8,836.33,59.0,0.0,895.33
0x5126fb26de8b96778fd5de5fa8003649a404cb13,836.33,198.0,319.0,1353.33
0x4afb37574d5497ae03e40ed264a43597dc525399,836.33,3792.0,0.0,4628.33
0x8b48aa97799112e0383b51395f029660731e1819,836.33,62.0,0.0,898.33
0x3681acc679a2276b05570a704affbc9c3528374a,836.33,2212.0,325.0,3373.33
0xc4a7ef91c0c88a84070c1959a6f6be5844a98788,836.33,59.0,0.0,895.33
0x87047356e9e58c3861b3cd5c6c85cd1227a78328,836.33,62.0,0.0,898.33
0x5abb2078f6d21476abf115d1a3412615b19d6a8c,836.33,1342.0,0.0,2178.33
0xd29108a165a550da82850ab0157ea8cebb336732,836.33,56.0,0.0,892.33
0xb3e790ddb58f91892fab794789b791d911db57bf,836.33,62.0,0.0,898.33
0x3097bfe7ae48454d04f19fae50e159f871b7c9a0,836.33,4698.0,740.0,6274.33
0x29e68c9dc515939f2c5d5a3e2ff86e9a4ecf66e0,836.33,2805.0,0.0,3641.33
0x90be5eebfa0c6394c17446010384e0a1775e653c,836.33,62.0,0.0,898.33
0xd62c169c728d4681d4e011bce9f9b52970cc541d,836.33,3003.0,0.0,3839.33
0x45d3c842cb41d6c49a5e9d5133b117e1494480dd,836.33,62.0,0.0,898.33
0x9bce19c1e91db7c6cd36d7310fa21f7b453dec97,836.33,62.0,0.0,898.33
0xb2b1004b33121f49524ac2c3b0332b502c62d695,836.33,76.0,0.0,912.33
0xdc3580dc7e796ed5b25cbc98de1ba7a7d27a99cd,836.33,62.0,0.0,898.33
0x163412fc7a714d12be209d55ee9d228347332fb4,836.33,79.0,0.0,915.33
0x156126aa76ed6e58ed24be8c1f3cf1c13579c060,836.33,450.0,0.0,1286.33
0x77bd8fbd729b55d04e7809eed30f29bc6869e1f5,836.33,56.0,0.0,892.33
0x4a98b1547df74d2a953d32da345e1e6aa737065b,836.33,232.0,0.0,1068.33
0x518b0f0d91408b88fb47f518cc6945e78243bc79,836.33,360.0,0.0,1196.33
0x35650827af9724354eb9b92103c45f60309b1d76,836.33,59.0,0.0,895.33
0x3a1cb9b55cff831ed9cfca4d37f006044daebddc,836.33,507.0,1523.0,2866.33
0x1ca97669537adb7a9eca3b52230f445e40cfdd34,836.33,59.0,0.0,895.33
0x46b2aa5b8a64adc2636d453539434bb7c881af06,836.33,155.0,0.0,991.33
0x199cd1ec35dafe836c619583d5ba105228809d1d,836.33,56.0,0.0,892.33
0xcf3da4db7678e4f9eb5382dd39ff1eb21a2b3e69,836.33,73.0,0.0,909.33
0x7762bd20066b0ba051152d43c02134d53c87979d,836.33,59.0,0.0,895.33
0x863061a8f82e7a261406d7a2b1f8605a875dafa7,836.33,59.0,0.0,895.33
0x5de8e9792bb9b326a6b1ae8d75a7631e47dd17b7,836.33,53.0,0.0,889.33
0x30c4a62f198e2a3dc08a9f7eb2afd783165821d1,836.33,62.0,0.0,898.33
0xdaafbe495e5607a679305d5695ba3d21c11683c2,836.33,65.0,0.0,901.33
0xbac127ffa08e3340ebedba908eb10ca7fda3a7eb,836.33,68.0,0.0,904.33
0x391851858e94278293d05519696ce53b54cef73e,836.33,62.0,0.0,898.33
0xbb0e77bdb6a077eeff8c5204395400a49115a9a3,836.33,59.0,0.0,895.33
0x13556cb1effa2516894ff3007cd3fc08efc30b1b,836.33,59.0,0.0,895.33
0x506af682ba7760035c34895ad5ed3ccae313a3ab,836.33,59.0,0.0,895.33
0x6a4102c912d76c213e8185ba9c1c6da49c23fdd4,836.33,919.0,1277.0,3032.33
0xd67ddda5ca83c56de74a131753d7f5ce63fb4ca2,836.33,53.0,0.0,889.33
0x359ef3e47d9bea158c4c99062168bac4414ccf72,836.33,68.0,0.0,904.33
0x26a4db1593d1d9bbc1932a6932eab168fce69d14,836.33,56.0,0.0,892.33
0x84cd995994b3e4b5c609f8ada6508f740159cbc9,836.33,53.0,0.0,889.33
0x1798fbc6a3c46b171278ff97d7fc4c209cf28c3d,836.33,56.0,0.0,892.33
0xb4b60214edc10f0813ea1e54d9225c214c2ed174,836.33,56.0,0.0,892.33
0xda2d7c40cc6b4a1821e5237c3d2603fb49fd7224,836.33,59.0,0.0,895.33
0x4b43ac2007244b53ce0e7683d66d2a6d6e1c12c8,836.33,229.0,319.0,1384.33
0x41fe8e582137b9af967ffa4469067874a87c5ff5,836.33,2651.0,3193.0,6680.33
0x787c217fd2e4750f56611b02ea7222de19f1e6cc,836.33,56.0,0.0,892.33
0x5a59546eb5b43159aba78bc7545780d6bc85a95c,836.33,62.0,0.0,898.33
0xb96f79ab68f928b44b7abb62ff89f54b5609a5f8,836.33,116.0,0.0,952.33
0x61a16e3876ff81bc6eefe210408a711fbc3aea50,836.33,224.0,319.0,1379.33
0x244724e8c4d814a88dcb71e11b3ef958cd2438d8,836.33,59.0,0.0,895.33
0x9fa002df104142d4ab82d2bca6b93feeed1fbaa3,836.33,65.0,0.0,901.33
0x431e84afe1249c32306c546562fd2d220895e527,836.33,1037.0,2554.0,4427.33
0xc54b186727366d808bfcd29a3ec4b827998fc7bb,836.33,51.0,0.0,887.33
0x8f7b51af5ee5a0d8c7487b3baa528436ff8a17bb,836.33,70.0,0.0,906.33
0xf20db2acc51a818df83e4ab4149d4226067307c9,836.33,99.0,0.0,935.33
0x2c1bde7ce0dfbc346c96b0437d991029bf9eca4d,836.33,56.0,0.0,892.33
0xf0a0b0f89fc47c81a2a9bc20708c7d1b15d98567,836.33,53.0,0.0,889.33
0xc98c6d42a3d0519b28ef3435e81f6b411f78d726,836.33,56.0,0.0,892.33
0x1900759ea52d52f5e09a54bdc440d86052c8144b,836.33,56.0,0.0,892.33
0x8db155fbfa79c736860eb18afc6256525fb2dcff,836.33,56.0,0.0,892.33
0x02836137a7dd87461f02d3eb39a74990f589f59c,836.33,161.0,0.0,997.33
0xed95f6539e826bfea3725858b488d185469a3a66,836.33,59.0,0.0,895.33
0x92f44e9cb57f10f2a825c09c3bc8100565bd7031,836.33,53.0,0.0,889.33
0x502e46fcbdcf911f66cb8ef0dbcb889e06f27fe5,836.33,10786.0,957.0,12579.33
0xb512e5932273325b025915461d8f09a076987926,836.33,56.0,0.0,892.33
0x2b1604ee24f3df767d1af6aabcdeaf555f14c9bf,836.33,1216.0,0.0,2052.33
0x78aac5d0c4a1555fa789df1983ab8104b2043a40,836.33,862.0,0.0,1698.33
0x34a733e608a45d431ab5d0cb343e1ece951553a2,836.33,56.0,0.0,892.33
0x2920f8c2eeabc8f52cffd6c0d56b70e4cf6a2a78,836.33,79.0,0.0,915.33
0xe3092ba977ec024d6d135e8b8f4c40866193f112,836.33,76.0,0.0,912.33
0x09d7c20776be8f057fb607a66013dca969ade12d,836.33,53.0,0.0,889.33
0x56a8cb65cae9bd3467b9ce2b7e16ac778f6cf84e,836.33,68.0,0.0,904.33
0x525a21320b67c2b23a63f5c984cbf3d139d7afb8,836.33,59.0,0.0,895.33
0x6ca1ef713f9585709056184dec3feced08a9b0b5,836.33,62.0,0.0,898.33
0xa4bf7ad2b5babe3bc519b53489efd987405a6540,836.33,82.0,0.0,918.33
0xee606a28af7180a7abbeef3930059a725ae6d0b4,836.33,56.0,0.0,892.33
0x8d5e25d4a65104fbc5a9af5e6baeb19c6a945876,836.33,56.0,0.0,892.33
0x3b78e9fbef63f2ed8c1a7416cf2e4f7480a687d2,836.33,56.0,0.0,892.33
0x8b9ebc3dd8fc970632184536a1fe28d40c1cfb6b,836.33,62.0,0.0,898.33
0xaaceedfde04057322f5f1103aa9332da39fa72b8,836.33,59.0,0.0,895.33
0xa49e82a39fdf2e6061b2438ea67b3e705096a8eb,836.33,59.0,0.0,895.33
0x7e6d4160a45679ea8781bec4d630aa7e0be484c2,836.33,56.0,0.0,892.33
0x43038d10d3852c89dcc63c6643164788409b8230,836.33,65.0,0.0,901.33
0xe21e060ae0b7b6ed120d120695a3244ff8c764f9,836.33,59.0,0.0,895.33
0x55f10ac7323dab8dbd46618b72f178be85c6c0b3,836.33,366.0,0.0,1202.33
0x82de74fbd9222ce15c6844f34ac2d130be8ddd8e,836.33,56.0,0.0,892.33
0x37ac0e73830f6984b520896843b181c545208801,836.33,56.0,0.0,892.33
0x21f9c48b6b36f00d52ae61a4755b21ec2d385f3d,836.33,68.0,0.0,904.33
0xe17f33c159e9f5daa2c23122089b9db34ff7f5bb,836.33,53.0,0.0,889.33
0xe80bcf4b7873a0dc4ff47e3bd06d494041e130dd,836.33,56.0,0.0,892.33
0xa8824bf3ebb8e82e2a3f5a5c0295ce8256bae0eb,836.33,56.0,0.0,892.33
0xa7aebf7df7e6c6e37ed465d8843f08db84ed4587,836.33,56.0,0.0,892.33
0xa3848290f369225269745a67c5067a43c1daacdf,836.33,62.0,0.0,898.33
0x8ae41013caeef2a837fd572cf85ebb3d3a551edd,836.33,56.0,0.0,892.33
0xf96c4ac582d57f41c9fedd7aedd8c3a0e2e6516e,836.33,65.0,0.0,901.33
0x94f845cd28930f316afb84a703e4c2ab6560dcbf,836.33,59.0,0.0,895.33
0xf446724b06c6cc0632e7877341ea5133e540b6c9,836.33,68.0,0.0,904.33
0x8c79257efb188472dcc85ade58a6c31c2b870aee,836.33,62.0,0.0,898.33
0x4dd4530d2f3f00675f74280e38082e6058ac0fcc,836.33,304.0,0.0,1140.33
0x8355c5eb498de3c94d759d4627d339a516c66f74,836.33,56.0,0.0,892.33
0x48e15eda0eeb41549eaa20587866b17c6a38d982,836.33,56.0,0.0,892.33
0x2e7255ca8d8904ae37c2a27c547b3b4740cb16e3,836.33,56.0,0.0,892.33
0x9baf48fe23ef619b7c16ac7eb8ec72c86a5a28a3,836.33,433.0,0.0,1269.33
0x185a1f461ccea5fb142e29b365cc41d636f2b039,836.33,56.0,0.0,892.33
0xbacdd5771200ea09346562c79b2c722f31878f2a,836.33,59.0,0.0,895.33
0xe37c9055f42ecb91bef4f839e812c8e0d1f9d55b,836.33,184.0,0.0,1020.33
0x5b61c245ed65049332572b4f0bf58a3a27a5dabd,836.33,59.0,0.0,895.33
0xe6df8d97e150f96ed0960a79215a276b5802d633,836.33,59.0,0.0,895.33
0x0b0cd13678e585c5f2fef2758e62f86d319c6766,836.33,56.0,0.0,892.33
0x39a74728e7dd81be4938444ceba009e48c42a133,836.33,53.0,0.0,889.33
0x37e2d80880c7bf8c9f1881139ee64949a2bf887a,836.33,56.0,0.0,892.33
0xbb0c83402b3fed7d45f3672aa2f1ce6b29290cdb,836.33,62.0,0.0,898.33
0xba0ebc706ffbd4fffda79108ee1a6d9f6e79968e,836.33,82.0,0.0,918.33
0xaffb04602aa108bd94f37d9f379eaf240bc0fc09,836.33,62.0,0.0,898.33
0x6f0333e09901d5887319c0fffaf57f3620b51fca,836.33,51.0,0.0,887.33
0xd520cbb510430cf4457788a292488d03c2a8de98,836.33,56.0,0.0,892.33
0x8af8b2780aef7b83264537518b20c20c3bf768a4,836.33,56.0,0.0,892.33
0xb2159f4614ab1570252ec2ca43114adc45d2c7ac,836.33,856.0,0.0,1692.33
0x8c346e307efbc7c3dfb8ad5a3cca26f153178d0f,836.33,65.0,0.0,901.33
0x0a3988f01bc0ef486130318add1651ad8eb1bfb8,836.33,53.0,0.0,889.33
0xed060129977d3f46b0525701cc48e526d3210f31,836.33,53.0,0.0,889.33
0x58ab20f9041bc26cfb044268539a898104e46870,836.33,76.0,0.0,912.33
0x0ae26c1b1b4762f58b7a024ed55c54ef72dbf873,836.33,62.0,0.0,898.33
0x5e535c88b48895469a314fca75d569f41122321f,836.33,68.0,0.0,904.33
0xfe52da09a87fa10b42f8649144285b6a2a3b8f65,836.33,53.0,0.0,889.33
0x2eaa5aaead2192b6fd9d921ed1d72e3b27b82ad5,836.33,62.0,0.0,898.33
0xf2c67395be5da848da0184928d5ceb887acf9165,836.33,65.0,0.0,901.33
0xc07f09952aa27265be754552add9d479cc0c0836,836.33,59.0,0.0,895.33
0xb119d4488499c63cdc347b8f033ecfb4ac81df6b,836.33,56.0,0.0,892.33
0xbfb601965a68606617d7b4b5991f92b602c55eae,836.33,59.0,0.0,895.33
0x3db7b9a9e66dc7aec7895432e978fdd1d88b00f1,836.33,59.0,0.0,895.33
0xba4f0c12129c1fb4e6f8f2ab961d050311b0c4e9,836.33,62.0,0.0,898.33
0x784e24ab1e9d2808f061ae5a434b33c037d250a1,836.33,68.0,0.0,904.33
0xfcacfa56bbf281685f6e3cea4b749c6da930fe35,836.33,59.0,0.0,895.33
0xe91656367a14cba5d330201e4e036ccc12f0f7e2,836.33,2603.0,2953.0,6392.33
0x8601abd04c9dda5a5b04e7c5a346afc4b0f99d09,836.33,62.0,0.0,898.33
0x3ef2450c47bf537f52209c65de7305f6973774d0,836.33,68.0,0.0,904.33
0xa0fa4f6359f3b3a91c7737d26333de5235c130a6,836.33,65.0,0.0,901.33
0x1cce573317da2ce52bcf8c4d40938ba1112ffd22,836.33,53.0,0.0,889.33
0x48cf4b131d38daed176623f6ecdfcaf0e2f1a47f,836.33,59.0,0.0,895.33
0xa8eb81e8e2085f8c628962df296206fd9901fc87,836.33,59.0,0.0,895.33
0x0b44b076c3f127f243ff79a78bf530b4b17b261e,836.33,59.0,0.0,895.33
0xf3039e9122dcd277d89389040af3490f639cd8f3,836.33,59.0,0.0,895.33
0x30c28d5abc738afba0fc567712827ff6dd18a825,836.33,56.0,0.0,892.33
0x194c2a99686ef68938bdcec0563fd001ce710a7a,836.33,65.0,0.0,901.33
0xc8bfd60565d451cf476de26533b605a9a60863f0,836.33,59.0,0.0,895.33
0x3a28639015ea51dd7205a1677f0278767f1ecc02,836.33,56.0,0.0,892.33
0x234e3d25eb159d4c52bcfc357b8bfaeb73a3d186,836.33,56.0,0.0,892.33
0x63f2f4c21804d61d68d5b80933cced532137a0b2,836.33,53.0,0.0,889.33
0x0b809ca00e52c7ed54044b764d2bf4928578eced,836.33,59.0,0.0,895.33
0x5c0bd1d80495781f509928b61b6258fe2cae3c31,836.33,70.0,0.0,906.33
0x332665de6e3cef4de2683c0922ad8c3f767db206,836.33,56.0,0.0,892.33
0x92bb39f9e60dfe9e22096bc5f5547e1d90a71750,836.33,65.0,0.0,901.33
0x74b7adceb2105983294c0ca516580e2718295086,836.33,59.0,0.0,895.33
0x8e850678673bfc5ef14e4e342644d7d5cc758523,836.33,53.0,0.0,889.33
0x0d7b542a7df03edda8800ffb597b3332b00591e2,836.33,59.0,0.0,895.33
0x9b4a050e6dd6a239a03886a01ced9d5f64b2479f,836.33,62.0,0.0,898.33
0x530e282303f421314ea4785eb45ad1b6cc42bf5b,836.33,56.0,0.0,892.33
0xa5736b5deef021ac60f6639dead2f0b240c8d70e,836.33,59.0,0.0,895.33
0x88db43c8c992992436bc92c0dd5d2952da389dcc,836.33,59.0,0.0,895.33
0x56b271b7289c9c0b2e16db7fab065ba2586dbb89,836.33,53.0,0.0,889.33
0x889e2c18d4a8ec2637fcaac6f35f219d350579a5,836.33,56.0,0.0,892.33
0xd0c738f289deb12ac0b8587235fb015357ba1eb4,836.33,56.0,0.0,892.33
0xf14a9c6ab5a59f46e5b676405ed5ad0a0a6b87d6,836.33,53.0,0.0,889.33
0x7a28c4cef82afee0605c45219b36ee5690f42aa6,836.33,59.0,0.0,895.33
0x36671c0d2db7299ea7f6464bc629ead670779e67,836.33,56.0,0.0,892.33
0x8829e61fda2e8805db11ec43b474cee04d7234ba,836.33,59.0,0.0,895.33
0x5efeb95d7e6a729efcdb7a225b8758febb03168a,836.33,56.0,0.0,892.33
0xe9a1ae78abe238681e96809ef2c3ca138c96c748,836.33,144.0,0.0,980.33
0xc043d0d2ce221c10bb9509bd6884a16776cd5f2d,836.33,53.0,0.0,889.33
0x645206b8aad85aa63971e7ac6e88abe5458a9694,836.33,68.0,0.0,904.33
0xb4ef189d3518d323c22129c741b1061b8be18908,836.33,62.0,0.0,898.33
0xeba11ff5f277695b648f6d5d0eae89c8da1b6b2e,836.33,53.0,0.0,889.33
0x109fa21d663587b3d487a7a87876b896c8a2bc7b,836.33,59.0,0.0,895.33
0x94c4e358d53e5a77a2a9325468fdf958519a939c,836.33,45.0,0.0,881.33
0xdf03f07b054210004783d07855ddaa4ae149b032,836.33,56.0,0.0,892.33
0xd3b32677926fad913debcdd1bcc26d2005e51f28,836.33,56.0,0.0,892.33
0xa872b436a757faaf8e10d7b82c49219d58e6aea8,836.33,62.0,0.0,898.33
0x09343d7d26057ac4d8ac6abf9cfe104c645bad6b,836.33,65.0,0.0,901.33
0xe5b0eff4372ba0a999ebcd4a04757c0c5228dee7,836.33,53.0,0.0,889.33
0xe74132ae58ee711e5195792bc6352df53d41bc45,836.33,353.0,0.0,1189.33
0x13920fff882f215ddc58e4f46c69c076f0d15e66,836.33,53.0,0.0,889.33
0x5ec2155a33e4d710822f897ebe05be9a4ece5b60,836.33,53.0,0.0,889.33
0xb87e87049fe007273ed655af8f8e8c7fc5128a4a,836.33,53.0,0.0,889.33
0xe95071e958e048644385feb515f0c29c8a19873f,836.33,65.0,0.0,901.33
0x3db16d54a1a3bdb3641878b50b9f5dafcd0da2ee,836.33,65.0,0.0,901.33
0x8da0ac963b789f050ea7c16205398d0134fd18d6,836.33,53.0,0.0,889.33
0xcd4bc69dc69acb3532f0f99cbce7d3c869b803f7,836.33,65.0,0.0,901.33
0xca41af9fb2f88bc6594ef5aa63202a6eae5f2eea,836.33,59.0,0.0,895.33
0x4ef1c75d6547e34fa9ec678996371e680afc8d06,836.33,56.0,0.0,892.33
0x4363e4e75c2a896ce00da2ea92fcb3ea75c25b58,836.33,56.0,0.0,892.33
0x3c190243c9ceddf5a46390d672be8952e755ef51,836.33,53.0,0.0,889.33
0x8a0d711f40611e6607630f8a19ca127886782be4,836.33,56.0,0.0,892.33
0x08299d244c21bee544808c911fd3dea59051ecc0,836.33,104.0,584.0,1524.33
0xf9967492468dc1c44a1a452f7eca80e0a5e406f0,836.33,51.0,0.0,887.33
0x84ae8d1bdf3e90eaa1e5560a088ee6d4edbe8ad2,836.33,56.0,0.0,892.33
0x4494916c436de0942308810b6143862f595c4403,836.33,62.0,0.0,898.33
0xa3e7690535d498659b5abb0a51ce802662e97bca,836.33,56.0,0.0,892.33
0x8bd8e8522ebf71a4409b0cfa305d118967e42434,836.33,56.0,0.0,892.33
0x3341c0c7db6df8f30d2989e8969af4c37f027f64,836.33,65.0,0.0,901.33
0x9b4ea5181e7a8f7e5a33ae7fd0f10eac0ca40c6c,836.33,56.0,0.0,892.33
0x346bc0d0937c15d65fb04558c3bb1a5ae998eee1,836.33,640.0,0.0,1476.33
0xdc167fe76ddf75c6ad42aa609cc61cafc94ebd82,836.33,51.0,0.0,887.33
0x20b6f63e741c459c954bd556d49338affa7620c4,836.33,56.0,0.0,892.33
0xd41f095d56336f75280aac1472f89d16fd56c1fb,836.33,56.0,0.0,892.33
0x64d249ba27a87c0118468043a95d068cab045a93,836.33,53.0,0.0,889.33
0x2342529dfae5447c5feb3950f57f2e773b11a365,836.33,59.0,0.0,895.33
0x2bce76d419a4ad4f47af7e0fca16cca118b60a47,836.33,127.0,638.0,1601.33
0x3eb5f56ff6e659ef59f70047cacda342cfec443f,836.33,62.0,0.0,898.33
0x100ee93639b5bb81cf1fb694f3874cc336439bc6,836.33,19360.0,15310.0,35506.33
0x82dcc235c01d3de5d420c55ffad008eb7dea0db7,836.33,56.0,0.0,892.33
0x7f7baa1fa53bc81b4f6b6aea5988220882cf9a14,836.33,56.0,0.0,892.33
0xaf819b022241b5e1c93e58b6c8eb3fad58570ee8,836.33,62.0,0.0,898.33
0xcd0c2cc9b5e73ba272d6e7f0434735ca8d7d88d1,836.33,56.0,0.0,892.33
0xe24fe13dc0608485c01add8ca3be999778d60740,836.33,53.0,0.0,889.33
0x3c9aa8af161464c3e0829872906bdb1e6a5a1e4c,836.33,62.0,0.0,898.33
0x5f79c4d427e4d31cc2425bf42ea9ad3a34a24690,836.33,56.0,0.0,892.33
0x4dda47d447043b301e490432e91dfa7d9b03031e,836.33,53.0,0.0,889.33
0xd3a82f3120acc06b417cf8bbefee0750cf15b1dc,836.33,56.0,0.0,892.33
0xc871bcc4ffb66da4a873de8a9450d32d686e7c7e,836.33,62.0,0.0,898.33
0x262b78a79abdff2bd80ad2f12612f6683aece3ce,836.33,53.0,0.0,889.33
0x4da6acc0f2d770efe7d14ff2a6953ebf4b4a35d1,836.33,56.0,0.0,892.33
0x96689cc3113d7db5844593382009aeb4dff6bf27,836.33,53.0,0.0,889.33
0xa1a2786b129c5b003de888a0e99873ac8c7b416a,836.33,51.0,0.0,887.33
0x1be9e29b4d175b525d64fa94937fc9d3de970636,836.33,56.0,0.0,892.33
0xab70d7bfe02af20f420023d2dc61983bdf33a0c2,836.33,65.0,0.0,901.33
0x05f50c3a2f57b934063005a4223112243f5294ae,836.33,56.0,0.0,892.33
0x5d6eec748761591d109f8c73cb0a140beb7ede25,836.33,62.0,0.0,898.33
0x3c97bb0c84a2f108ecec508be1d5be39eea8c64e,836.33,65.0,0.0,901.33
0x453ce2fc6f590e5af3d83c38edd7add77dee0110,836.33,62.0,0.0,898.33
0x95523f6ef99ccc406c3f81f1b15ad6f5a11d9f8d,836.33,56.0,0.0,892.33
0x1d536432ddf28f57d3fbf9c84160fa7a94b701c3,836.33,62.0,0.0,898.33
0x3f83ef64b4f8d0c0b478ac5206e5d36f9077c86f,836.33,62.0,0.0,898.33
0xa5fe94bc1e5c7d7d10ec79cfe13467ae41f00f7a,836.33,306.0,0.0,1142.33
0x5fc2709945735de4ec3c60e49099356274528125,836.33,62.0,0.0,898.33
0x3c2b81a3cf5bf57cc2a4d37cc713c0c439a095a4,836.33,53.0,0.0,889.33
0xe9456e18f8c9519eefd0525df7bac1e9ab46de1b,836.33,56.0,0.0,892.33
0x450b39df9d3bc24d66e6bc3e1feb0065bf250aa7,836.33,53.0,0.0,889.33
0xada339cd9a92c77b35c0c810f9c65bf3397a5d1f,836.33,56.0,0.0,892.33
0xecd09bb27927ab28e115b7ee0fe8f8d5f79eb84c,836.33,56.0,0.0,892.33
0xad660b44737d123ffdb13a5a90e7c5ebbb418b67,836.33,59.0,0.0,895.33
0xa3908b338a2a0f5208ba7fc87a5feffe3e515696,836.33,62.0,0.0,898.33
